pair_id,group_id,set_id,drug,section,severity,expert_label,rule_text,indicator_text,indicator_value,rule_has_numeric,rule_has_comparator,rule_has_unit,indicator_is_numeric,lexical_overlap,rule_has_negation,section_is_interaction,section_is_contraindication,section_is_dosage,severity_is_high,clause_count_scaled,token_count_scaled
PUB-0011,6743cef7ab9fd051,0030ffac-183a-472c-95b8-f93b4195de04,ROPINIROLE,Dosage and Administration,moderate,ExpertA,2.2 Dosing for Parkinson's Disease The recommended starting dose of ropinirole tablets for Parkinson’s disease is 0.25 mg 3 times daily.,Carbon Dioxide 23.2 mmol/L,23.2,1.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666
PUB-0012,6743cef7ab9fd051,0030ffac-183a-472c-95b8-f93b4195de04,ROPINIROLE,Dosage and Administration,moderate,ExpertA,2.2 Dosing for Parkinson's Disease The recommended starting dose of ropinirole tablets for Parkinson’s disease is 0.25 mg 3 times daily.,Glomerular filtration rate/1.73 sq M.predicted 27.5 mL/min,27.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666
PUB-0013,ac252293dc60b882,000dde4b-1d94-442f-94c0-26e283e04d88,unknown,Dosage and Administration,moderate,ExpertA,Use of OXYCONTIN as the First Opioid Analgesic Initiate treatment with OXYCONTIN with one 10 mg tablet orally every 12 hours.,MCH [Entitic mass] by Automated count 29.4 pg,29.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.15833333333333333
PUB-0014,ac252293dc60b882,000dde4b-1d94-442f-94c0-26e283e04d88,unknown,Dosage and Administration,moderate,ExpertA,Use of OXYCONTIN as the First Opioid Analgesic Initiate treatment with OXYCONTIN with one 10 mg tablet orally every 12 hours.,MCHC [Mass/volume] by Automated count 36.0 g/dL,36.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.15833333333333333
PUB-0015,ac252293dc60b882,000dde4b-1d94-442f-94c0-26e283e04d88,unknown,Dosage and Administration,moderate,ExpertA,Use of OXYCONTIN as the First Opioid Analgesic Initiate treatment with OXYCONTIN with one 10 mg tablet orally every 12 hours.,Erythrocyte distribution width [Entitic volume] by Automated count 41.6 fL,41.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.15833333333333333
PUB-0016,ac252293dc60b882,000dde4b-1d94-442f-94c0-26e283e04d88,unknown,Dosage and Administration,moderate,ExpertA,Use of OXYCONTIN as the First Opioid Analgesic Initiate treatment with OXYCONTIN with one 10 mg tablet orally every 12 hours.,Platelets [#/volume] in Blood by Automated count 247.1 10*3/uL,247.1,1.0,1.0,1.0,1.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.15833333333333333
PUB-0017,344a0b4e23bb16a9,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"Hemodialysis patients should receive 500 mg or 250 mg every 24 hours, depending on severity of the infection.",Head Occipital-frontal circumference 47.8 cm,47.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.14166666666666666
PUB-0018,344a0b4e23bb16a9,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"Hemodialysis patients should receive 500 mg or 250 mg every 24 hours, depending on severity of the infection.",Diastolic Blood Pressure 87.0 mm[Hg],87.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.14166666666666666
PUB-0019,344a0b4e23bb16a9,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"Hemodialysis patients should receive 500 mg or 250 mg every 24 hours, depending on severity of the infection.",Systolic Blood Pressure 131.0 mm[Hg],131.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.14166666666666666
PUB-0020,344a0b4e23bb16a9,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"Hemodialysis patients should receive 500 mg or 250 mg every 24 hours, depending on severity of the infection.",Heart rate 67.0 /min,67.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.14166666666666666
PUB-0021,78b64534cb410539,00242264-40d8-4267-a91a-727a1f088616,AMPHETAMINE SULFATE,Dosage and Administration,moderate,ExpertA,"In children 6 years of age or older, start with 5 mg once or twice daily; daily dosage may be raised in increments of 5 mg at weekly intervals until optimal response is obtained.",Pain severity - 0-10 verbal numeric rating [Score] - Reported 3.0 {score},3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.23333333333333334
PUB-0022,78b64534cb410539,00242264-40d8-4267-a91a-727a1f088616,AMPHETAMINE SULFATE,Dosage and Administration,moderate,ExpertA,"In children 6 years of age or older, start with 5 mg once or twice daily; daily dosage may be raised in increments of 5 mg at weekly intervals until optimal response is obtained.",Urea Nitrogen 19.9 mg/dL,19.9,1.0,0.0,1.0,1.0,0.030303030303030304,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.23333333333333334
PUB-0023,78b64534cb410539,00242264-40d8-4267-a91a-727a1f088616,AMPHETAMINE SULFATE,Dosage and Administration,moderate,ExpertA,"In children 6 years of age or older, start with 5 mg once or twice daily; daily dosage may be raised in increments of 5 mg at weekly intervals until optimal response is obtained.",Body Weight 110.0 kg,110.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.23333333333333334
PUB-0024,78b64534cb410539,00242264-40d8-4267-a91a-727a1f088616,AMPHETAMINE SULFATE,Dosage and Administration,moderate,ExpertA,"In children 6 years of age or older, start with 5 mg once or twice daily; daily dosage may be raised in increments of 5 mg at weekly intervals until optimal response is obtained.",Creatinine 3.4 mg/dL,3.4,1.0,0.0,1.0,1.0,0.03125,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.23333333333333334
PUB-0025,a92bd6e22598cb5a,0029ecd1-a700-46a5-a5f9-c416fb2bb4f0,unknown,Dosage and Administration,moderate,ExpertA,"Use in Epidural Anesthesia: During epidural administration of MARCAINE, 0.5% and 0.75% solutions should be administered in incremental doses of 3 mL to 5 mL with sufficient time between doses to detect toxic manifestations of unintentional intravascular or intrathecal injection.",Respiratory rate 12.0 /min,12.0,1.0,0.0,1.0,1.0,0.02702702702702703,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.275
PUB-0026,a92bd6e22598cb5a,0029ecd1-a700-46a5-a5f9-c416fb2bb4f0,unknown,Dosage and Administration,moderate,ExpertA,"Use in Epidural Anesthesia: During epidural administration of MARCAINE, 0.5% and 0.75% solutions should be administered in incremental doses of 3 mL to 5 mL with sufficient time between doses to detect toxic manifestations of unintentional intravascular or intrathecal injection.",Leukocytes [#/volume] in Blood by Automated count 10.1 10*3/uL,10.1,1.0,0.0,1.0,1.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.275
PUB-0027,a92bd6e22598cb5a,0029ecd1-a700-46a5-a5f9-c416fb2bb4f0,unknown,Dosage and Administration,moderate,ExpertA,"Use in Epidural Anesthesia: During epidural administration of MARCAINE, 0.5% and 0.75% solutions should be administered in incremental doses of 3 mL to 5 mL with sufficient time between doses to detect toxic manifestations of unintentional intravascular or intrathecal injection.",Erythrocytes [#/volume] in Blood by Automated count 4.5 10*6/uL,4.5,1.0,0.0,1.0,1.0,0.046511627906976744,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.275
PUB-0028,a92bd6e22598cb5a,0029ecd1-a700-46a5-a5f9-c416fb2bb4f0,unknown,Dosage and Administration,moderate,ExpertA,"Use in Epidural Anesthesia: During epidural administration of MARCAINE, 0.5% and 0.75% solutions should be administered in incremental doses of 3 mL to 5 mL with sufficient time between doses to detect toxic manifestations of unintentional intravascular or intrathecal injection.",Hemoglobin [Mass/volume] in Blood 17.3 g/dL,17.3,1.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.275
PUB-0029,26d2c7b8c5d02b01,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION See full prescribing information for the recommended dosage in adults and pediatrics (2) Patients with severe hepatic impairment: do not exceed a total daily dose of 8 mg ( 2.2 , 8.6 ) 2.1 Dosage The recommended dosage regimens for adult and pediatric patients are described in Table 1 and Table 2, respectively.",QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.024390243902439025,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.31666666666666665
PUB-0030,26d2c7b8c5d02b01,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION See full prescribing information for the recommended dosage in adults and pediatrics (2) Patients with severe hepatic impairment: do not exceed a total daily dose of 8 mg ( 2.2 , 8.6 ) 2.1 Dosage The recommended dosage regimens for adult and pediatric patients are described in Table 1 and Table 2, respectively.",QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.024390243902439025,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.31666666666666665
PUB-0031,26d2c7b8c5d02b01,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION See full prescribing information for the recommended dosage in adults and pediatrics (2) Patients with severe hepatic impairment: do not exceed a total daily dose of 8 mg ( 2.2 , 8.6 ) 2.1 Dosage The recommended dosage regimens for adult and pediatric patients are described in Table 1 and Table 2, respectively.",QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.024390243902439025,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.31666666666666665
PUB-0032,26d2c7b8c5d02b01,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION See full prescribing information for the recommended dosage in adults and pediatrics (2) Patients with severe hepatic impairment: do not exceed a total daily dose of 8 mg ( 2.2 , 8.6 ) 2.1 Dosage The recommended dosage regimens for adult and pediatric patients are described in Table 1 and Table 2, respectively.",QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.024390243902439025,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.31666666666666665
PUB-0033,e2b4b6d020679923,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Maintenance Monotherapy — The benefit of maintaining bipolar I patients on monotherapy with oral olanzapine at a dose of 5 mg/day to 20 mg/day, after achieving a responder status for an average duration of 2 weeks, was demonstrated in a controlled trial [see Clinical Studies ( 14.2 )] .",MCHC [Mass/volume] by Automated count 35.6 g/dL,35.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.3333333333333333
PUB-0034,e2b4b6d020679923,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Maintenance Monotherapy — The benefit of maintaining bipolar I patients on monotherapy with oral olanzapine at a dose of 5 mg/day to 20 mg/day, after achieving a responder status for an average duration of 2 weeks, was demonstrated in a controlled trial [see Clinical Studies ( 14.2 )] .",Erythrocyte distribution width [Entitic volume] by Automated count 42.7 fL,42.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.3333333333333333
PUB-0035,e2b4b6d020679923,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Maintenance Monotherapy — The benefit of maintaining bipolar I patients on monotherapy with oral olanzapine at a dose of 5 mg/day to 20 mg/day, after achieving a responder status for an average duration of 2 weeks, was demonstrated in a controlled trial [see Clinical Studies ( 14.2 )] .",Platelets [#/volume] in Blood by Automated count 298.1 10*3/uL,298.1,1.0,0.0,1.0,1.0,0.0196078431372549,0.0,0.0,0.0,1.0,0.0,0.25,0.3333333333333333
PUB-0036,e2b4b6d020679923,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Maintenance Monotherapy — The benefit of maintaining bipolar I patients on monotherapy with oral olanzapine at a dose of 5 mg/day to 20 mg/day, after achieving a responder status for an average duration of 2 weeks, was demonstrated in a controlled trial [see Clinical Studies ( 14.2 )] .",Platelet distribution width [Entitic volume] in Blood by Automated count 174.7 fL,174.7,1.0,0.0,1.0,1.0,0.019230769230769232,0.0,0.0,0.0,1.0,0.0,0.25,0.3333333333333333
PUB-0037,19d5e57afd8e3cef,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"pylori Infection Triple therapy: The recommended adult oral dose is 1 gram AMOXICILLIN, 500 mg clarithromycin, and 30 mg lansoprazole, all given twice daily (every 12 hours) for 14 days.",Platelets [#/volume] in Blood by Automated count 253.9 10*3/uL,253.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.24166666666666667
PUB-0038,19d5e57afd8e3cef,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"pylori Infection Triple therapy: The recommended adult oral dose is 1 gram AMOXICILLIN, 500 mg clarithromycin, and 30 mg lansoprazole, all given twice daily (every 12 hours) for 14 days.",Platelet distribution width [Entitic volume] in Blood by Automated count 455.5 fL,455.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.24166666666666667
PUB-0039,19d5e57afd8e3cef,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"pylori Infection Triple therapy: The recommended adult oral dose is 1 gram AMOXICILLIN, 500 mg clarithromycin, and 30 mg lansoprazole, all given twice daily (every 12 hours) for 14 days.",Platelet mean volume [Entitic volume] in Blood by Automated count 9.7 fL,9.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.24166666666666667
PUB-0040,19d5e57afd8e3cef,001d050d-f488-4d67-8457-36fef148f546,unknown,Dosage and Administration,moderate,ExpertA,"pylori Infection Triple therapy: The recommended adult oral dose is 1 gram AMOXICILLIN, 500 mg clarithromycin, and 30 mg lansoprazole, all given twice daily (every 12 hours) for 14 days.",Body Height 171.6 cm,171.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.24166666666666667
PUB-0041,5f820e28f2be02ce,0031881b-5118-4514-846f-e57cf7cb8b67,unknown,Dosage and Administration,moderate,ExpertA,"An inadequate response to daily doses ≥ 300 mcg/day is rare and may indicate poor compliance, malabsorption, and/or drug interactions.",Chloride 109.2 mmol/L,109.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.16666666666666666
PUB-0042,5f820e28f2be02ce,0031881b-5118-4514-846f-e57cf7cb8b67,unknown,Dosage and Administration,moderate,ExpertA,"An inadequate response to daily doses ≥ 300 mcg/day is rare and may indicate poor compliance, malabsorption, and/or drug interactions.",Carbon Dioxide 21.0 mmol/L,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.16666666666666666
PUB-0043,5f820e28f2be02ce,0031881b-5118-4514-846f-e57cf7cb8b67,unknown,Dosage and Administration,moderate,ExpertA,"An inadequate response to daily doses ≥ 300 mcg/day is rare and may indicate poor compliance, malabsorption, and/or drug interactions.",Total Cholesterol 172.3 mg/dL,172.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.16666666666666666
PUB-0044,5f820e28f2be02ce,0031881b-5118-4514-846f-e57cf7cb8b67,unknown,Dosage and Administration,moderate,ExpertA,"An inadequate response to daily doses ≥ 300 mcg/day is rare and may indicate poor compliance, malabsorption, and/or drug interactions.",Triglycerides 124.6 mg/dL,124.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.16666666666666666
PUB-0045,40ad7115f8845b83,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,(See CLINICAL STUDIES .) The recommended dose for mycobacterial infections in adults is 500 mg b.i.d.,Body Mass Index 29.1 kg/m2,29.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0046,40ad7115f8845b83,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,(See CLINICAL STUDIES .) The recommended dose for mycobacterial infections in adults is 500 mg b.i.d.,Diastolic Blood Pressure 72.0 mm[Hg],72.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0047,40ad7115f8845b83,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,(See CLINICAL STUDIES .) The recommended dose for mycobacterial infections in adults is 500 mg b.i.d.,Systolic Blood Pressure 116.0 mm[Hg],116.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0048,40ad7115f8845b83,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,(See CLINICAL STUDIES .) The recommended dose for mycobacterial infections in adults is 500 mg b.i.d.,Heart rate 84.0 /min,84.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0049,d1a08169b151cf5f,001714c1-a292-40be-bfbd-0ff67193ace6,unknown,Dosage and Administration,moderate,ExpertA,"Similarly, at least 14 days should be allowed after stopping citalopram HBr before starting an MAOI (see CONTRAINDICATIONS and WARNINGS ).",Triglycerides 148.9 mg/dL,148.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666
PUB-0050,d1a08169b151cf5f,001714c1-a292-40be-bfbd-0ff67193ace6,unknown,Dosage and Administration,moderate,ExpertA,"Similarly, at least 14 days should be allowed after stopping citalopram HBr before starting an MAOI (see CONTRAINDICATIONS and WARNINGS ).",Low Density Lipoprotein Cholesterol 92.4 mg/dL,92.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666
PUB-0051,d1a08169b151cf5f,001714c1-a292-40be-bfbd-0ff67193ace6,unknown,Dosage and Administration,moderate,ExpertA,"Similarly, at least 14 days should be allowed after stopping citalopram HBr before starting an MAOI (see CONTRAINDICATIONS and WARNINGS ).",High Density Lipoprotein Cholesterol 61.2 mg/dL,61.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666
PUB-0052,d1a08169b151cf5f,001714c1-a292-40be-bfbd-0ff67193ace6,unknown,Dosage and Administration,moderate,ExpertA,"Similarly, at least 14 days should be allowed after stopping citalopram HBr before starting an MAOI (see CONTRAINDICATIONS and WARNINGS ).",Body Height 159.4 cm,159.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666
PUB-0053,54dc34ed329f3f9d,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Then administer 4 mg three times a day for 1 to 2 days after completion of chemotherapy.,Heart rate 67.0 /min,67.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0054,54dc34ed329f3f9d,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Then administer 4 mg three times a day for 1 to 2 days after completion of chemotherapy.,Respiratory rate 14.0 /min,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0055,54dc34ed329f3f9d,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Then administer 4 mg three times a day for 1 to 2 days after completion of chemotherapy.,Glucose 66.3 mg/dL,66.3,1.0,0.0,1.0,1.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0056,54dc34ed329f3f9d,00327696-c496-4c83-a63e-9e29fd6246d4,ONDANSETRON HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Then administer 4 mg three times a day for 1 to 2 days after completion of chemotherapy.,Urea Nitrogen 16.1 mg/dL,16.1,1.0,0.0,1.0,1.0,0.09523809523809523,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.14166666666666666
PUB-0057,410d58d3eb5b302c,0013c0c8-513a-48f3-a918-5bc1750c96a7,unknown,Dosage and Administration,moderate,ExpertA,"In situations where adherence with daily preventative therapy cannot be assured, 20-30 mg/kg (not to exceed 900 mg) twice weekly under the direct observation of a health care worker at the time of admin- istration 8 .",Hemoglobin A1c/Hemoglobin.total in Blood 6.4 %,6.4,1.0,0.0,1.0,1.0,0.024390243902439025,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.2916666666666667
PUB-0058,410d58d3eb5b302c,0013c0c8-513a-48f3-a918-5bc1750c96a7,unknown,Dosage and Administration,moderate,ExpertA,"In situations where adherence with daily preventative therapy cannot be assured, 20-30 mg/kg (not to exceed 900 mg) twice weekly under the direct observation of a health care worker at the time of admin- istration 8 .",Body Height 169.5 cm,169.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.2916666666666667
PUB-0059,410d58d3eb5b302c,0013c0c8-513a-48f3-a918-5bc1750c96a7,unknown,Dosage and Administration,moderate,ExpertA,"In situations where adherence with daily preventative therapy cannot be assured, 20-30 mg/kg (not to exceed 900 mg) twice weekly under the direct observation of a health care worker at the time of admin- istration 8 .",Pain severity - 0-10 verbal numeric rating [Score] - Reported 1.0 {score},1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.2916666666666667
PUB-0060,410d58d3eb5b302c,0013c0c8-513a-48f3-a918-5bc1750c96a7,unknown,Dosage and Administration,moderate,ExpertA,"In situations where adherence with daily preventative therapy cannot be assured, 20-30 mg/kg (not to exceed 900 mg) twice weekly under the direct observation of a health care worker at the time of admin- istration 8 .",Body Weight 80.1 kg,80.1,1.0,0.0,1.0,1.0,0.02564102564102564,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.2916666666666667
